model,seed,week,shipping,surcharge,holding,in_transit,stockout,couple,demurrage,rework,briefing,audit,air,inspect,dual_source,total
openai-gpt-5.4,24,15,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,78.0
openai-gpt-5.4,24,16,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,65.0
openai-gpt-5.4,24,17,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,36.0
openai-gpt-5.4,24,18,179.06,0.0,16.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,253.06
openai-gpt-5.4,24,19,190.08,0.0,0.0,104.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,518.08
openai-gpt-5.4,24,20,128.89,0.0,0.0,155.0,60.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,647.89
openai-gpt-5.4,24,21,0.0,0.0,55.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,460.0
openai-gpt-5.4,24,22,0.0,0.0,80.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,135.0
openai-gpt-5.4,24,23,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,109.0
openai-gpt-5.4,24,24,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,87.0
openai-gpt-5.4,24,25,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,62.0
openai-gpt-5.4,24,26,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,48.0
openai-gpt-5.4,25,1,136.99,0.0,50.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.99
openai-gpt-5.4,25,2,125.63,0.0,31.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.63
openai-gpt-5.4,25,3,0.0,0.0,15.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0
openai-gpt-5.4,25,4,179.27,0.0,58.0,97.0,0.0,60.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,424.27
openai-gpt-5.4,25,5,0.0,116.0,36.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0
openai-gpt-5.4,25,6,316.51,0.0,12.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.51
openai-gpt-5.4,25,7,0.0,0.0,10.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,463.0
openai-gpt-5.4,25,8,0.0,0.0,91.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0
openai-gpt-5.4,25,9,77.33,0.0,70.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.33
openai-gpt-5.4,25,10,0.0,0.0,100.0,42.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,167.0
openai-gpt-5.4,25,11,0.0,0.0,82.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0
openai-gpt-5.4,25,12,0.0,0.0,60.0,42.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0
openai-gpt-5.4,25,13,-18.14,0.0,89.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.86
openai-gpt-5.4,25,14,-16.17,0.0,69.0,87.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,164.83
openai-gpt-5.4,25,15,0.0,0.0,55.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0
openai-gpt-5.4,25,16,0.0,0.0,78.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
openai-gpt-5.4,25,17,74.47,0.0,100.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.47
openai-gpt-5.4,25,18,0.0,0.0,77.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0
openai-gpt-5.4,25,19,0.0,0.0,65.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0
openai-gpt-5.4,25,20,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
openai-gpt-5.4,25,21,88.44,0.0,55.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.44
openai-gpt-5.4,25,22,0.0,0.0,31.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
openai-gpt-5.4,25,23,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,360.0
openai-gpt-5.4,25,24,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
openai-gpt-5.4,25,25,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
openai-gpt-5.4,25,26,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,325.0
openai-gpt-5.4,29,1,125.83,0.0,69.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.83
openai-gpt-5.4,29,2,125.57,0.0,51.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.57
openai-gpt-5.4,29,3,17.65,0.0,29.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.65
openai-gpt-5.4,29,4,21.35,0.0,60.0,84.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,190.35
openai-gpt-5.4,29,5,27.88,0.0,89.0,54.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,200.88
openai-gpt-5.4,29,6,0.0,0.0,95.0,32.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,142.0
openai-gpt-5.4,29,7,0.0,0.0,98.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0
openai-gpt-5.4,29,8,0.0,0.0,96.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,111.0
openai-gpt-5.4,29,9,2.4,0.0,79.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.4
openai-gpt-5.4,29,10,332.22,0.0,59.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,477.22
openai-gpt-5.4,29,11,0.0,0.0,32.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,118.0
openai-gpt-5.4,29,12,64.24,0.0,16.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,217.24
openai-gpt-5.4,29,13,0.0,0.0,74.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4.0,171.0
openai-gpt-5.4,29,14,0.0,0.0,50.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,107.0
openai-gpt-5.4,29,15,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,88.0
openai-gpt-5.4,29,16,77.04,0.0,63.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,204.04
openai-gpt-5.4,29,17,0.0,0.0,44.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,108.0
openai-gpt-5.4,29,18,35.1,0.0,24.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,149.1
openai-gpt-5.4,29,19,0.0,0.0,31.0,86.0,0.0,0.0,120.0,0.0,0.0,0.0,300.0,0.0,4.0,541.0
openai-gpt-5.4,29,20,0.0,0.0,30.0,86.0,0.0,0.0,120.0,0.0,0.0,0.0,300.0,0.0,4.0,540.0
openai-gpt-5.4,29,21,0.0,0.0,33.0,86.0,0.0,0.0,172.0,0.0,0.0,0.0,300.0,0.0,4.0,595.0
openai-gpt-5.4,29,22,0.0,0.0,35.0,86.0,0.0,0.0,172.0,0.0,0.0,0.0,300.0,0.0,4.0,597.0
openai-gpt-5.4,29,23,0.0,0.0,24.0,86.0,0.0,0.0,172.0,0.0,0.0,0.0,300.0,0.0,4.0,586.0
openai-gpt-5.4,29,24,0.0,0.0,16.0,86.0,0.0,0.0,172.0,0.0,0.0,0.0,300.0,0.0,4.0,578.0
openai-gpt-5.4,29,25,0.0,0.0,0.0,86.0,40.0,0.0,172.0,0.0,0.0,0.0,300.0,0.0,4.0,602.0
openai-gpt-5.4,29,26,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,382.0
openai-gpt-5.4,33,1,118.42,0.0,58.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.42
openai-gpt-5.4,33,2,0.0,0.0,33.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
openai-gpt-5.4,33,3,88.51,0.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.51
openai-gpt-5.4,33,4,0.0,0.0,46.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
openai-gpt-5.4,33,5,195.05,0.0,15.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.05
openai-gpt-5.4,33,6,69.68,0.0,46.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,513.68
openai-gpt-5.4,33,7,0.0,0.0,21.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
openai-gpt-5.4,33,8,0.0,0.0,10.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,408.0
openai-gpt-5.4,33,9,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
openai-gpt-5.4,33,10,171.01,0.0,48.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.01
openai-gpt-5.4,33,11,0.0,0.0,25.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
openai-gpt-5.4,33,12,0.0,0.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
openai-gpt-5.4,33,13,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
openai-gpt-5.4,33,14,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,61.0
openai-gpt-5.4,33,15,135.14,0.0,12.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.14
openai-gpt-5.4,33,16,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,386.0
openai-gpt-5.4,33,17,21.41,0.0,0.0,92.0,200.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,613.41
openai-gpt-5.4,33,18,222.74,0.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,25.0,300.0,0.0,4.0,695.74
openai-gpt-5.4,33,19,0.0,0.0,43.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,119.0
openai-gpt-5.4,33,20,0.0,24.0,12.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,112.0
openai-gpt-5.4,33,21,316.25,120.0,9.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,881.25
openai-gpt-5.4,33,22,0.0,0.0,0.0,132.0,20.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,456.0
openai-gpt-5.4,33,23,0.0,0.0,13.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,437.0
openai-gpt-5.4,33,24,0.0,0.0,75.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,439.0
openai-gpt-5.4,33,25,0.0,0.0,48.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,112.0
openai-gpt-5.4,33,26,0.0,0.0,34.0,60.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,4.0,218.0
openai-gpt-5.4,36,1,123.5,0.0,54.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.5
openai-gpt-5.4,36,2,76.3,0.0,38.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.3
openai-gpt-5.4,36,3,77.72,0.0,20.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.72
openai-gpt-5.4,36,4,38.96,0.0,53.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.96
openai-gpt-5.4,36,5,38.03,0.0,72.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.03
openai-gpt-5.4,36,6,225.65,0.0,81.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,380.65
openai-gpt-5.4,36,7,91.68,0.0,87.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,255.68
openai-gpt-5.4,36,8,0.0,0.0,74.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,138.0
openai-gpt-5.4,36,9,0.0,0.0,90.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,114.0
openai-gpt-5.4,36,10,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,87.0
openai-gpt-5.4,36,11,187.57,0.0,63.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,284.57
openai-gpt-5.4,36,12,0.0,0.0,37.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,71.0
openai-gpt-5.4,36,13,167.05,0.0,14.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,250.05
openai-gpt-5.4,36,14,151.62,0.0,26.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,246.62
openai-gpt-5.4,36,15,0.0,0.0,0.0,65.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,89.0
openai-gpt-5.4,36,16,223.13,0.0,14.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,316.13
openai-gpt-5.4,36,17,117.24,0.0,19.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,215.24
openai-gpt-5.4,36,18,140.56,0.0,0.0,95.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,259.56
openai-gpt-5.4,36,19,173.64,90.0,0.0,120.0,40.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,727.63
openai-gpt-5.4,36,20,167.12,0.0,2.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,613.12
openai-gpt-5.4,36,21,0.0,0.0,19.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,133.0
openai-gpt-5.4,36,22,0.0,0.0,66.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,115.0
openai-gpt-5.4,36,23,0.0,0.0,65.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,89.0
openai-gpt-5.4,36,24,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,72.0
openai-gpt-5.4,36,25,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,49.0
openai-gpt-5.4,36,26,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,35.0
openai-gpt-5.4,39,1,161.88,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.88
openai-gpt-5.4,39,2,234.66,0.0,34.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.66
openai-gpt-5.4,39,3,0.0,0.0,15.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
openai-gpt-5.4,39,4,105.83,0.0,58.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.83
openai-gpt-5.4,39,5,46.78,0.0,71.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.78
openai-gpt-5.4,39,6,121.08,0.0,49.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.08
openai-gpt-5.4,39,7,95.57,0.0,40.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.57
openai-gpt-5.4,39,8,0.0,0.0,35.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
openai-gpt-5.4,39,9,0.0,0.0,16.0,100.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0
openai-gpt-5.4,39,10,0.0,0.0,19.0,100.0,0.0,0.0,200.0,0.0,0.0,0.0,300.0,0.0,0.0,619.0
openai-gpt-5.4,39,11,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,422.0
openai-gpt-5.4,39,12,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
openai-gpt-5.4,39,13,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0
openai-gpt-5.4,39,14,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
openai-gpt-5.4,39,15,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
openai-gpt-5.4,39,16,341.93,0.0,3.0,60.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,4.0,433.93
openai-gpt-5.4,39,17,322.63,0.0,4.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,750.63
openai-gpt-5.4,39,18,0.0,0.0,0.0,120.0,100.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,524.0
openai-gpt-5.4,39,19,431.55,0.0,57.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,932.55
openai-gpt-5.4,39,20,0.0,0.0,81.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,165.0
openai-gpt-5.4,39,21,0.0,0.0,61.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,145.0
openai-gpt-5.4,39,22,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,116.0
openai-gpt-5.4,39,23,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,89.0
openai-gpt-5.4,39,24,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,64.0
openai-gpt-5.4,39,25,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.0
openai-gpt-5.4,39,26,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0
openai-gpt-5.4,44,1,41.74,0.0,54.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.74
openai-gpt-5.4,44,2,190.86,0.0,24.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.86
openai-gpt-5.4,44,3,445.36,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,671.36
openai-gpt-5.4,44,4,190.06,0.0,57.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,753.06
openai-gpt-5.4,44,5,0.0,0.0,101.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,245.0
openai-gpt-5.4,44,6,0.0,0.0,80.0,140.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,4.0,424.0
openai-gpt-5.4,44,7,0.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,201.0
openai-gpt-5.4,44,8,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,189.0
openai-gpt-5.4,44,9,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,171.0
openai-gpt-5.4,44,10,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,145.0
openai-gpt-5.4,44,11,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,124.0
openai-gpt-5.4,44,12,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,104.0
openai-gpt-5.4,44,13,331.73,0.0,79.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,474.73
openai-gpt-5.4,44,14,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,124.0
openai-gpt-5.4,44,15,0.0,0.0,45.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,109.0
openai-gpt-5.4,44,16,0.0,0.0,22.0,60.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,4.0,206.0
openai-gpt-5.4,44,17,0.0,0.0,15.0,60.0,0.0,0.0,120.0,0.0,0.0,0.0,300.0,0.0,4.0,499.0
openai-gpt-5.4,44,18,0.0,0.0,10.0,60.0,0.0,0.0,120.0,0.0,0.0,0.0,300.0,0.0,4.0,494.0
openai-gpt-5.4,44,19,0.0,0.0,9.0,60.0,0.0,0.0,120.0,0.0,0.0,0.0,300.0,0.0,4.0,493.0
openai-gpt-5.4,44,20,896.22,0.0,69.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,1309.22
openai-gpt-5.4,44,21,0.0,0.0,54.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,98.0
openai-gpt-5.4,44,22,0.0,0.0,27.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,71.0
openai-gpt-5.4,44,23,0.0,0.0,23.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,367.0
openai-gpt-5.4,44,24,0.0,0.0,19.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,363.0
openai-gpt-5.4,44,25,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,368.0
openai-gpt-5.4,44,26,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,47.0
openai-gpt-5.4,53,1,117.08,0.0,61.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.08
openai-gpt-5.4,53,2,0.0,0.0,40.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,85.0
openai-gpt-5.4,53,3,204.11,0.0,17.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,306.11
openai-gpt-5.4,53,4,0.0,0.0,28.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,72.0
openai-gpt-5.4,53,5,111.29,0.0,0.0,89.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.29
openai-gpt-5.4,53,6,286.03,0.0,0.0,149.0,160.0,0.0,80.0,0.0,0.0,0.0,300.0,0.0,4.0,979.03
openai-gpt-5.4,53,7,0.0,0.0,27.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,440.0
openai-gpt-5.4,53,8,0.0,0.0,51.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,115.0
openai-gpt-5.4,53,9,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
openai-gpt-5.4,53,10,135.26,0.0,58.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.26
openai-gpt-5.4,53,11,0.0,0.0,33.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
openai-gpt-5.4,53,12,53.54,0.0,3.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.54
openai-gpt-5.4,53,13,0.0,0.0,2.0,110.0,0.0,0.0,120.0,0.0,0.0,0.0,300.0,0.0,0.0,532.0
openai-gpt-5.4,53,14,0.0,0.0,0.0,110.0,120.0,0.0,120.0,0.0,0.0,0.0,300.0,0.0,0.0,650.0
openai-gpt-5.4,53,15,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,300.0,0.0,4.0,437.0
openai-gpt-5.4,53,16,297.72,0.0,83.0,60.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,4.0,474.72
openai-gpt-5.4,53,17,0.0,0.0,65.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,129.0
openai-gpt-5.4,53,18,0.0,0.0,41.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
openai-gpt-5.4,53,19,7.76,0.0,25.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.76
openai-gpt-5.4,53,20,0.0,0.0,64.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,74.0
openai-gpt-5.4,53,21,259.88,0.0,40.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,359.88
openai-gpt-5.4,53,22,0.0,0.0,24.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,78.0
openai-gpt-5.4,53,23,150.94,0.0,7.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,241.94
openai-gpt-5.4,53,24,0.0,0.0,67.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,401.0
openai-gpt-5.4,53,25,0.0,0.0,47.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,81.0
openai-gpt-5.4,53,26,0.0,0.0,28.0,30.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,4.0,122.0
openai-gpt-5.4,58,1,199.34,0.0,62.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.34
openai-gpt-5.4,58,2,0.0,0.0,34.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
